label x;label y
1610;99
1611;98
1612;98
1613;98
1614;98
1615;98
1616;98
1617;98
1618;98
1619;98
1620;98
1621;98
1622;98
1623;98
1624;99
1625;99
1626;99
1627;99
1628;99
1629;99
1630;99
1631;99
1631;99
1632;99
1633;99
1634;99
1635;99
1636;99
1637;99
1638;99
1639;99
1640;99
1641;99
1642;99
1643;99
1644;99
1645;99
1646;99
1647;99
1648;99
1649;99
1650;99
1651;99
1652;99
1653;99
1654;99
1655;99
1656;99
1657;99
1658;99
1658;99
1659;99
1660;99
1661;99
1662;99
1663;99
1664;99
1665;99
1666;99
1667;99
1668;99
1669;99
1670;99
1671;99
1672;99
1673;99
1674;99
1675;99
1676;99
1677;99
1678;99
1679;99
1680;99
1681;99
1682;99
1683;99
1684;99
1685;99
1685;100
1686;100
1687;100
1688;100
1689;100
1690;100
1691;100
1692;100
1693;100
1694;100
1695;100
1696;100
1697;100
1698;100
1699;100
1700;100
1701;100
1702;100
1703;100
1704;100
1705;100
1706;100
1707;100
1708;100
1709;100
1710;100
1711;100
1712;100
1712;100
1713;100
1714;100
1715;100
1716;100
1717;100
1718;100
1719;100
1720;100
1721;100
1722;100
1723;100
1724;100
1725;100
1726;100
1727;100
1728;100
1729;100
1730;100
1731;100
1732;100
1733;100
1734;100
1735;100
1736;100
1737;100
1738;100
1739;100
1739;100
1740;100
1741;100
1742;100
1743;100
1744;100
1745;100
1746;100
1747;100
1748;100
1749;100
1750;100
1751;100
1752;100
1753;100
1754;100
1755;100
1756;100
1757;100
1758;100
1759;100
1760;100
1761;99
1762;99
1763;99
1764;99
1765;99
1766;99
1766;99
1767;99
1768;99
1769;99
1770;99
1771;99
1772;99
1773;99
1774;99
1775;99
1776;99
1777;99
1778;99
1779;99
1780;100
1781;100
1782;100
1783;100
1784;100
1785;100
1786;100
1787;100
1788;100
1789;100
1790;100
1791;100
1792;100
1793;100
1793;99
1794;99
1795;99
1796;99
1797;99
1798;99
1799;99
1800;99
1801;99
1802;99
1803;99
1804;99
1805;99
1806;99
1807;99
1808;99
1809;99
1810;99
1811;99
1812;99
1813;99
1814;99
1815;99
1816;99
1817;99
1818;99
1819;99
1820;99
1820;99
1821;99
1822;99
1823;99
1824;99
1825;99
1826;99
1827;99
1828;99
1829;99
1830;99
1831;99
1832;99
1833;99
1834;99
1835;99
1836;99
1837;99
1838;99
1839;99
1840;99
1841;99
1842;99
1843;99
1844;99
1845;99
1846;99
1847;99
1847;99
1848;99
1849;99
1850;99
1851;99
1852;99
1853;99
1854;99
1855;99
1856;99
1857;99
1858;99
1859;99
1860;99
1861;99
1862;99
1863;99
1864;99
1865;99
1866;99
1867;99
1868;99
1869;99
1870;99
1871;99
1872;99
1873;99
1874;99
1874;99
1875;99
1876;99
1877;99
1878;99
1879;99
1880;99
1881;99
1882;99
1883;99
1884;99
1885;99
1886;99
1887;99
1888;99
1889;99
1890;99
1891;99
1892;99
1893;99
1894;99
1895;99
1896;99
1897;99
1898;99
1899;99
1900;99
1901;99
1901;99
1902;99
1903;99
1904;99
1905;99
1906;99
1907;99
1908;99
1909;99
1910;99
1911;99
1912;99
1913;99
1914;99
1915;99
1916;99
1917;99
1918;99
1919;99
1920;99
1921;99
1922;99
1923;99
1924;99
1925;99
1926;99
1927;99
1928;99
1928;99
1929;99
1930;99
1931;99
1932;99
1933;99
1934;99
1935;99
1936;99
1937;99
1938;99
1939;99
1940;99
1941;99
1942;99
1943;99
1944;99
1945;99
1946;99
1947;99
1948;99
1949;99
1950;99
1951;99
1952;99
1953;99
1954;99
1955;99
1955;99
1956;99
1957;99
1958;99
1959;99
1960;99
1961;99
1962;99
1963;99
1964;99
1965;99
1966;99
1967;99
1968;99
1969;99
1970;99
1971;99
1972;100
1973;100
1974;100
1975;100
1976;100
1977;100
1978;99
1979;99
1980;99
1981;99
1981;99
1982;99
1983;99
1984;99
1985;99
1986;99
1987;99
1988;99
1989;99
1990;99
1991;99
1992;99
1993;99
1994;100
1995;100
1996;100
1997;100
1998;100
1999;100
2000;100
2001;100
2002;100
2003;100
2004;100
2005;100
2006;100
2007;100
2008;100
2008;100
2009;100
2010;100
2011;100
2012;100
2013;100
2014;100
2015;100
2016;100
2017;100
2018;100
2019;100
2020;100
2021;100
2022;100
2023;100
2024;100
2025;100
2026;100
2027;100
2028;100
2029;100
2030;100
2031;100
2032;100
2033;100
2034;100
2035;100
2035;100
2036;100
2037;99
2038;99
2039;99
2040;99
2041;99
2042;99
2043;99
2044;99
2045;99
2046;99
2047;99
2048;99
2049;99
2050;99
2051;99
2052;99
2053;99
2054;99
2055;99
2056;99
2057;99
2058;99
2059;99
2060;99
2061;99
2062;99
2062;99
2063;99
2064;99
2065;99
2066;99
2067;99
2068;99
2069;99
2070;99
2071;99
2072;99
2073;99
2074;99
2075;99
2076;99
2077;99
2078;99
2079;99
2080;99
2081;99
2082;99
2083;99
2084;99
2085;99
2086;99
2087;99
2088;99
2089;99
2089;99
2090;100
2091;100
2092;100
2093;100
2094;100
2095;100
2096;100
2097;99
2098;99
2099;99
2100;99
2101;99
2102;99
2103;99
2104;99
2105;99
2106;99
2107;99
2108;99
2109;99
2110;99
2111;99
2112;99
2113;99
2114;99
2115;99
2116;99
2116;99
2117;99
2118;99
2119;99
2120;99
2121;99
2122;99
2123;99
2124;100
2125;100
2126;100
2127;100
2128;100
2129;100
2130;100
2131;100
2132;100
2133;100
2134;100
2135;100
2136;100
2137;100
2138;100
2139;99
2140;99
2141;99
2142;99
2143;99
2143;99
2144;99
2145;99
2146;99
2147;99
2148;99
2149;99
2150;99
2151;99
2152;99
2153;99
2154;99
2155;99
2156;99
2157;99
2158;99
2159;99
2160;99
2161;99
2162;99
2163;99
2164;99
2165;99
2166;99
2167;99
2168;99
2169;99
2170;99
2170;99
2171;99
2172;99
2173;99
2174;99
2175;99
2176;99
2177;99
2178;99
2179;99
2180;99
2181;99
2182;99
2183;99
2184;99
2185;99
2186;99
2187;99
2188;99
2189;99
2190;99
2191;99
2192;99
2193;99
2194;99
2195;99
2196;99
2197;99
2197;99
2198;99
2199;99
2200;99
2201;99
2202;99
2203;99
2204;99
2205;99
2206;99
2207;99
2208;99
2209;99
2210;99
2211;99
2212;99
2213;99
2214;99
2215;99
2216;99
2217;99
2218;99
2219;99
2220;99
2221;99
2222;99
2223;99
2224;99
2224;99
2225;99
2226;99
2227;99
2228;99
2229;99
2230;99
2231;99
2232;99
2233;99
2234;99
2235;99
2236;99
2237;99
2238;99
2239;99
2240;99
2241;99
2242;99
2243;99
2244;99
2245;99
2246;99
2247;99
2248;99
2249;99
2250;99
2251;99
2251;99
2252;99
2253;99
2254;99
2255;99
2256;99
2257;99
2258;99
2259;99
2260;99
2261;99
2262;99
2263;99
2264;99
2265;99
2266;99
2267;99
2268;99
2269;99
2270;99
2271;99
2272;99
2273;99
2274;99
2275;99
2276;99
2277;99
2278;99
2278;99
2279;99
2280;99
2281;99
2282;99
2283;99
2284;99
2285;99
2286;99
2287;99
2288;99
2289;99
2290;99
2291;99
2292;99
2293;99
2294;99
2295;99
2296;99
2297;99
2298;99
2299;99
2300;99
2301;99
2302;99
2303;99
2304;99
2305;99
2305;99
2306;99
2307;99
2308;99
2309;99
2310;99
2311;99
2312;99
2313;99
2314;99
2315;99
2316;99
2317;99
2318;99
2319;99
2320;99
2321;99
2322;99
2323;99
2324;99
2325;99
2326;99
2327;99
2328;99
2329;100
2330;100
2331;100
2332;100
2332;100
2333;100
2334;100
2335;100
2336;100
2337;100
2338;100
2339;100
2340;100
2341;100
2342;100
2343;100
2344;100
2345;100
2346;100
2347;100
2348;100
2349;100
2350;100
2351;100
2352;100
2353;100
2354;100
2355;100
2356;100
2357;100
2358;100
2359;100
2359;100
2360;100
2361;100
2362;100
2363;100
2364;100
2365;100
2366;100
2367;100
2368;100
2369;100
2370;100
2371;100
2372;100
2373;100
2374;100
2375;100
2376;100
2377;100
2378;100
2379;100
2380;100
2381;100
2382;100
2383;100
2384;100
2385;100
2386;100
2386;100
2387;100
2388;100
2389;100
2390;100
2391;100
2392;100
2393;100
2394;100
2395;100
2396;100
2397;100
2398;100
2399;100
2400;100
2401;100
2402;100
2403;100
2404;100
2405;100
2406;100
2407;100
2408;100
2409;100
2410;100
2411;100
2412;100
2413;100
2413;100
2414;100
2415;100
2416;100
2417;100
2418;100
2419;100
2420;100
2421;100
2422;100
2423;100
2424;100
2425;100
2426;100
2427;100
2428;100
2429;100
2430;100
2431;100
2432;100
2433;100
2434;100
2435;100
2436;100
2437;100
2438;100
2439;100
2440;100
2440;100
2441;100
2442;100
2443;100
2444;100
2445;100
2446;100
2447;100
2448;100
2449;100
2450;100
2451;100
2452;100
2453;100
2454;100
2455;100
2456;100
2457;100
2458;100
2459;100
2460;100
2461;100
2462;100
2463;100
2464;100
2465;100
2466;100
2467;100
2467;100
2468;100
2469;100
2470;100
2471;100
2472;100
2473;100
2474;100
2475;100
2476;100
2477;100
2478;100
2479;100
2480;100
2481;100
2482;100
2483;100
2484;100
2485;100
2486;100
2487;100
2488;100
2489;100
2490;99
2491;99
2492;99
2493;99
2494;99
2494;99
2495;99
2496;99
2497;99
2498;99
2499;99
2500;99
2501;99
2502;99
2503;99
2504;99
2505;99
2506;99
2507;99
2508;99
2509;99
2510;99
2511;99
2512;99
2513;99
2514;99
2515;99
2516;99
2517;99
2518;99
2519;99
2520;99
2521;99
2521;99
2522;99
2523;99
2524;99
2525;99
2526;99
2527;99
2528;100
2529;100
2530;100
2531;100
2532;100
2533;100
2534;100
2535;100
2536;100
2537;100
2538;100
2539;100
2540;100
2541;100
2542;100
2543;100
2544;100
2545;100
2546;100
2547;100
2548;100
2548;100
2549;100
2550;100
2551;100
2552;100
2553;100
2554;100
2555;100
2556;100
2557;100
2558;100
2559;100
2560;100
2561;100
2562;100
2563;100
2564;100
2565;100
2566;100
2567;100
2568;100
2569;100
2570;100
2571;100
2572;100
2573;100
2574;100
2575;100
2575;100
2576;100
2577;100
2578;100
2579;100
2580;100
2581;100
2582;100
2583;100
2584;100
2585;100
2586;100
2587;100
2588;100
2589;100
2590;100
2591;100
2592;100
2593;100
2594;100
2595;100
2596;100
2597;100
2598;100
2599;100
2600;100
2601;100
2602;100
2602;100
2603;100
2604;100
2605;100
2606;100
2607;100
2608;100
2609;100
2610;100
2611;100
2612;100
2613;100
2614;100
2615;100
2616;100
2617;100
2618;100
2619;99
2620;99
2621;99
2622;99
2623;99
2624;99
2625;99
2626;99
2627;99
2628;99
2629;99
2629;99
2630;99
2631;99
2632;99
2633;99
2634;99
2635;99
2636;99
2637;99
2638;99
2639;99
2640;99
2641;99
2642;99
2643;99
2644;99
2645;99
2646;99
2647;99
2648;99
2649;99
2650;99
2651;99
2652;99
2653;99
2654;99
2655;99
2655;99
2656;99
2657;99
2658;99
2659;99
2660;99
2661;99
2662;99
2663;99
2664;99
2665;99
2666;99
2667;99
2668;99
2669;99
2670;99
2671;99
2672;99
2673;99
2674;99
2675;99
2676;99
2677;99
2678;99
2679;99
2680;99
2681;99
2682;99
2682;99
2683;99
2684;99
2685;99
2686;99
2687;99
2688;99
2689;99
2690;99
2691;99
2692;99
2693;99
2694;99
2695;99
2696;99
2697;99
2698;99
2699;99
2700;99
2701;99
2702;99
2703;99
2704;99
2705;99
2706;99
2707;99
2708;99
2709;99
2709;99
2710;99
2711;99
2712;99
2713;99
2714;99
2715;99
2716;99
2717;99
2718;99
2719;99
2720;99
2721;99
2722;99
2723;99
2724;99
2725;99
2726;99
2727;99
2728;99
2729;99
2730;99
2731;99
2732;99
2733;99
2734;99
2735;99
2736;99
2736;99
2737;99
2738;99
2739;99
2740;99
2741;99
2742;99
2743;99
2744;99
2745;99
2746;99
2747;99
2748;99
2749;99
2750;99
2751;99
2752;99
2753;99
2754;99
2755;99
2756;99
2757;99
2758;99
2759;99
2760;99
2761;99
2762;99
2763;99
2763;99
2764;99
2765;99
2766;99
2767;99
2768;99
2769;99
2770;99
2771;99
2772;99
2773;99
2774;99
2775;99
2776;99
2777;99
2778;99
2779;99
2780;99
2781;99
2782;99
2783;99
2784;99
2785;99
2786;99
2787;99
2788;99
2789;99
2790;99
2790;99
2791;99
2792;99
2793;99
2794;99
2795;99
2796;99
2797;99
2798;99
2799;99
2800;99
2801;99
2802;99
2803;99
2804;99
2805;99
2806;99
2807;99
2808;99
2809;99
2810;99
2811;99
2812;99
2813;99
2814;99
2815;99
2816;99
2817;99
2817;99
2818;99
2819;99
2820;99
2821;99
2822;99
2823;99
2824;99
2825;99
2826;99
2827;99
2828;99
2829;99
2830;99
2831;99
2832;99
2833;99
2834;99
2835;99
2836;99
2837;99
2838;99
2839;99
2840;99
2841;99
2842;99
2843;99
2844;99
2844;99
2845;99
2846;99
2847;99
2848;99
2849;99
2850;99
2851;99
2852;99
2853;99
2854;99
2855;99
2856;99
2857;99
2858;99
2859;99
2860;99
2861;99
2862;99
2863;99
2864;99
2865;99
2866;99
2867;99
2868;99
2869;99
2870;99
2871;99
2871;99
2872;99
2873;99
2874;99
2875;99
2876;99
2877;99
2878;98
2879;98
2880;98
2881;98
2882;98
2883;98
2884;98
2885;98
2886;98
2887;98
2888;98
2889;98
2890;98
2891;98
2892;98
2893;98
2894;98
2895;98
2896;97
2897;97
2898;97
2898;97
2899;97
2900;97
2901;97
2902;97
2903;97
2904;97
2905;97
2906;97
2907;97
2908;97
2909;97
2910;97
2911;97
2912;97
2913;97
2914;97
2915;97
2916;97
2917;97
2918;97
2919;97
2920;98
2921;98
2922;98
2923;98
2924;98
2925;98
2925;98
2926;98
2927;98
2928;98
2929;98
2930;98
2931;98
2932;98
2933;98
2934;98
2935;98
2936;98
2937;98
2938;97
2939;97
2940;97
2941;97
2942;97
2943;97
2944;96
2945;96
2946;96
2947;96
2948;95
2949;95
2950;94
2951;93
2952;93
2952;92
2953;91
2954;90
2955;89
2956;88
2957;87
2958;86
2959;86
2960;85
2961;85
2962;85
2963;85
2964;85
2965;86
2966;87
2967;88
2968;88
2969;89
2970;90
2971;91
2972;92
2973;93
2974;93
2975;94
2976;95
2977;95
2978;96
2979;96
2979;96
2980;97
2981;97
2982;97
2983;97
2984;98
2985;98
2986;98
2987;98
2988;98
2989;98
2990;98
2991;99
2992;99
2993;99
2994;99
2995;99
2996;99
2997;99
2998;99
2999;99
3000;99
3001;99
3002;99
3003;99
3004;99
3005;99
3006;99
3006;99
3007;99
3008;99
3009;99
3010;99
3011;99
3012;99
3013;99
3014;99
3015;99
3016;99
3017;99
3018;99
3019;99
3020;99
3021;99
3022;99
3023;99
3024;99
3025;99
3026;99
3027;99
3028;99
3029;99
3030;99
3031;99
3032;99
3033;99
3033;99
3034;99
3035;99
3036;99
3037;99
3038;99
3039;99
3040;99
3041;99
3042;99
3043;99
3044;99
3045;99
3046;99
3047;99
3048;99
3049;99
3050;99
3051;99
3052;99
3053;99
3054;99
3055;99
3056;99
3057;99
3058;99
3059;99
3060;99
3060;99
3061;99
3062;99
3063;99
3064;99
3065;99
3066;99
3067;99
3068;99
3069;99
3070;99
3071;99
3072;99
3073;99
3074;99
3075;99
3076;99
3077;99
3078;99
3079;99
3080;99
3081;99
3082;99
3083;99
3084;99
3085;99
3086;99
3087;99
3087;99
3088;99
3089;99
3090;99
3091;99
3092;99
3093;99
3094;99
3095;99
3096;99
3097;99
3098;99
3099;99
3100;99
3101;99
3102;99
3103;99
3104;99
3105;99
3106;99
3107;99
3108;99
3109;99
3110;99
3111;99
3112;99
3113;99
3114;99
3114;99
3115;99
3116;99
3117;99
3118;99
3119;99
3120;99
3121;99
3122;99
3123;99
3124;99
3125;99
3126;99
3127;99
3128;99
3129;99
3130;99
3131;99
3132;99
3133;99
3134;99
3135;99
3136;99
3137;99
3138;99
3139;99
3140;99
3141;99
3141;99
3142;99
3143;99
3144;99
3145;99
3146;99
3147;99
3148;99
3149;99
3150;99
3151;99
3152;99
3153;99
3154;99
3155;99
3156;99
3157;99
3158;99
3159;99
3160;99
3161;99
3162;99
3163;99
3164;99
3165;99
3166;99
3167;99
3168;99
3168;99
3169;99
3170;99
3171;99
3172;99
3173;99
3174;99
3175;99
3176;99
3177;99
3178;99
3179;99
3180;99
3181;99
3182;99
3183;99
3184;99
3185;99
3186;99
3187;99
3188;99
3189;99
3190;99
3191;99
3192;99
3193;99
3194;99
3195;99
3195;99
3196;99
3197;99
3198;99
3199;99
3200;99
3201;99
3202;99
3203;99
3204;99
3205;99
3206;99
3207;99
3208;99
3209;99
3210;99
3211;99
3212;99
3213;99
3214;99
3215;99
3216;99
3217;99
3218;99
3219;99
3220;99
3221;99
3222;99
3222;99
3223;99
3224;99
3225;99
3226;99
3227;99
3228;99
3229;99
3230;99
3231;99
3232;99
3233;99
3234;99
3235;99
3236;99
3237;99
3238;99
3239;99
3240;99
3241;99
3242;99
3243;99
3244;99
3245;99
3246;99
3247;99
3248;99
3249;99
3249;99
3250;99
3251;99
3252;99
3253;99
3254;99
3255;99
3256;99
3257;99
3258;99
3259;99
3260;99
3261;99
3262;99
3263;99
3264;99
3265;99
3266;99
3267;99
3268;99
3269;99
3270;99
3271;99
3272;99
3273;99
3274;99
3275;99
3276;99
3276;99
3277;99
3278;99
3279;99
3280;99
3281;99
3282;99
3283;99
3284;99
3285;99
3286;99
3287;99
3288;99
3289;99
3290;99
3291;99
3292;99
3293;99
3294;99
3295;99
3296;99
3297;99
3298;99
3299;99
3300;99
3301;99
3302;99
3302;99
3303;99
3304;99
3305;99
3306;99
3307;99
3308;99
3309;99
3310;99
3311;99
3312;99
3313;99
3314;99
3315;99
3316;99
3317;99
3318;99
3319;99
3320;99
3321;99
3322;99
3323;99
3324;99
3325;99
3326;99
3327;99
3328;99
3329;99
3329;99
3330;99
3331;99
3332;99
3333;99
3334;99
3335;99
3336;99
3337;99
3338;99
3339;99
3340;99
3341;99
3342;99
3343;99
3344;99
3345;99
3346;99
3347;99
3348;99
3349;99
3350;99
3351;99
3352;99
3353;99
3354;99
3355;99
3356;99
3356;99
3357;99
3358;99
3359;99
3360;99
3361;99
3362;99
3363;99
3364;99
3365;99
3366;99
3367;99
3368;99
3369;99
3370;99
3371;99
3372;99
3373;99
